location_id,city_name,country,country_code,admin1,latitude,longitude,timezone,elevation,population,extracted_at
3117735,Madrid,Spain,ES,Madrid,40.4165,-3.7026,Europe/Madrid,665.0,3255944,2026-05-26T10:00:00+00:00
3128760,Barcelona,Spain,ES,Catalonia,41.3888,2.159,Europe/Madrid,47.0,1620343,2026-05-26T10:00:00+00:00
2509954,Valencia,Spain,ES,Valencia,39.47,-0.3763,Europe/Madrid,23.0,814208,2026-05-26T10:00:00+00:00
2510911,Sevilla,Spain,ES,Andalusia,37.3828,-5.9732,Europe/Madrid,12.0,684234,2026-05-26T10:00:00+00:00
3128026,Bilbao,Spain,ES,Basque Country,43.2627,-2.9253,Europe/Madrid,19.0,354860,2026-05-26T10:00:00+00:00
